Razao_Social;CNPJ;Endereco;Latitude;Longitude;Nome_Fantasia;Municipio;Frequencia;UF;ID_Estação;Rede;Canal;Largura_de_banda;Modulacao;Servico_RNR;Situacao_de_Licenciamento;Servico_ANATEL;Observação
 ABRIL RADIODIFUSAO S/A; 03555171000175; AVENIDA PROFESSOR ALFONSO BOVERO, 52; 20S480100; 49W205000;; São Paulo;477250,0000; SP; 9257284;;15;6000;ISDB-T;TV Digital;;802;
 SISTEMA LAGEADO DE COMUNICACAO LTDA; 02388774000167; RUA 86, 351; 20S185600; 40W184500;; Goiânia;93500,0000; GO; 323672604;;228;200;FM;Rádio;;230;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 21S135600; 43W475300;; São José do Rio Preto;83250,0000; SP; 322400384;;6;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 11S401300; 38W011200; TV BAHIA; Salvador;181250,0000; BA; 322643180;;8;6000;ISDB-T;TV Digital;;802;
 RADIO REGIONAL DE CONQUISTA LTDA; 16195224000136; RUA ASCENDINO MELO, 297; 14S543200; 40W491300;; Vitória da Conquista;760,0000; BA; 322609950;;;10;AM;Rádio;;205;
 SENADO FEDERAL; 00530279000115; PRACA DOS TRES PODERES, sn; 12S581600; 38W303900;; Brasília;705250,0000; DF; 688917267;;53;6000;PAL-M;TV Analógica;;800;
 RADIO PRADO LTDA; 03733242000182; AVENIDA VALDOMIRO BOQUECCE, 719; 29S015900; 51W112400;; Antônio Prado;89700,0000; RS; 697767280;;209;200;FM;Rádio;;230;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 22S075000; 51W233000;; São José do Rio Preto;537250,0000; SP; 9249559;;25;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 09S432200; 39W383700; TV BAHIA; Salvador;175250,0000; BA; 322644852;;7;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 12S470600; 56W323000;; Cuiabá;193250,0000; MT; 323736491;;10;6000;PAL-M;TV Analógica;;800;
 TV ARATU S/A; 15199136000140; RUA PEDRO GAMA, 31; 14S065200; 42W293800;; Salvador;205250,0000; BA; 322646154;;12;6000;PAL-M;TV Analógica;;800;
 TV ARATU S/A; 15199136000140; RUA PEDRO GAMA, 31; 11S390000; 39W031400;; Salvador;187250,0000; BA; 322646030;;9;6000;PAL-M;TV Analógica;;800;
 RADIO NOVAS DE PAZ LTDA; 80347651000191; AVENIDA PARANA, 1896-A; 25S255937; 49W233201;; Curitiba;9515,0000; PR; 322532019;;;10;AM;Rádio;;213;
 RADIO PRINCESA DO VALE DE CAMAPUA S/C LTDA; 16035578000113; RUA CANDIDO SEVERINO, 462; 19S261100; 54W010000;; Camapuã;730,0000; MS; 322833930;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 22S565600; 42W013900;; São José do Rio Preto;555250,0000; SP; 6830293;;28;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO RECORD S.A.; 60628369000175; RUA DA VARZEA, 240; 24S415400; 47W334500;; São Paulo;193250,0000; SP; 9152423;;10;6000;PAL-M;TV Analógica;;800;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 22S313300; 52W104900;; Osasco;555250,0000; SP; 9152679;;28;6000;ISDB-T;TV Digital;;802;
 EMISSORAS REUNIDAS LTDA; 92775295000196; PRAÇA OSVALDO ARANHA, 39; 29S435000; 52W270000; RADIO SANTA CRUZ DO SUL; Alegrete;550,0000; RS; 9547169;;;10;AM;Rádio;;205;
 PREFEITURA MUNICIPAL DE PIRACAIA; 45279627000161; AV DR CANDIDO RODRIGUES, 120, .; 23S034500; 46W224000;; Piracaia;645250,0000; SP; 9087770;;43;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 11S224200; 58W442800;; Cuiabá;193250,0000; MT; 323695493;;10;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE SAO JOSE DO RIOPRETO; 46588950000180; AVENIDA ALBERTO ANDALO, 3030; 20S491100; 49W224600;; São José do Rio Preto;717250,0000; SP; 9087095;;55;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 22S304200; 48W334800;; São José do Rio Preto;513250,0000; SP; 323733883;;21;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 06S300000; 39W320000; TVC - TV CEARA CANAL 5; Fortaleza;199250,0000; CE; 322892775;;11;6000;ISDB-T;TV Digital;;802;
 EMPRESA DE RADIODIFUSAO MIRACATU LTDA; 02420525000101; Rua Brasília, 718; 01S175700; 48W102100;; Manduri;90100,0000; SP; 692130071;;211;200;FM;Rádio;;230;
 TELEVISAO CRUZ ALTA LTDA; 88404645000130; RUA JANGO VIDAL, 427; 29S043800; 53W503000;; Cruz Alta;501250,0000; RS; 9628169;;19;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE SAO JOAO DA BOAVISTA; 46429379000150; RUA MARECHAL DEODORO, NR. 366, .; 21S572500; 46W480500;; São João da Boa Vista;717250,0000; SP; 9236848;;55;6000;PAL-M;TV Analógica;;800;
 SISTEMA REGIONAL DE COMUNICACAO ANDRADINA LTDA; 02333058000182; RUA HOMERO RODRIGUES SILVA, 1090; 21S133000; 50W360500;; Andradina;104300,0000; SP; 690573804;;282;200;FM;Rádio;;230;
 RADIO E TELEVISAO PONTA NEGRA LTDA; 04542809000104; AVENIDA MENDONCA FURTADO, 1481; 02S090800; 56W053200;; Santarém;211250,0000; PA; 322772656;;13;6000;PAL-M;TV Analógica;;800;
 FUNDACAO CASPER LIBERO; 61277273000172; AVENIDA PAULISTA, 900; 22S213600; 49W055800;; São Paulo;705250,0000; SP; 3955540;;53;6000;ISDB-T;TV Digital;;802;
 FUNDACAO FRATERNIDADE; 94958063000107; RUA CORONEL CLAUDINO, 220; 29S100500; 51W104600;; Porto Alegre;633250,0000; RS; 9651500;;41;6000;PAL-M;TV Analógica;;800;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 24S165700; 47W273300;; São Paulo;657250,0000; SP; 9149902;;45;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 04S065900; 63W073100;; São José do Rio Preto;187250,0000; SP; 322995590;;9;6000;ISDB-T;TV Digital;;802;
 REDE DE COMUNICACAO CENTRO NORTE LTDA; 24681603000164; RUA G-3 N 290, .; 09S523200; 56W051000;; Alta Floresta;175250,0000; MT; 323139370;;7;6000;ISDB-T;TV Digital;;802;
 SOCIEDADE RADIO E TELEVISAO ALTEROSA S. A.; 17247925000134; AVENIDA ASSIS CHATEAUBRIAND, 499; 16S430500; 43W540200;; Belo Horizonte;193250,0000; MG; 322386160;;10;6000;PAL-M;TV Analógica;;800;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 03S281900; 40W102500;; Fortaleza;651250,0000; CE; 322898447;;44;6000;ISDB-T;TV Digital;;802;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; SBT - Sistema Brasileiro de Televisão Avenida das Comunicações 04, 04; 20S240000; 51W200000;; Osasco;531250,0000; SP; 9152580;;24;6000;ISDB-T;TV Digital;;802;
 TV VITORIA REGIA LTDA; 00277036000117; RUA RIACHUELO NR.115, .; 16S062370; 57W402186;; Cáceres;83250,0000; MT; 323688560;;6;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 05S213500; 49W053100;; São José do Rio Preto;477250,0000; SP; 322806577;;15;6000;ISDB-T;TV Digital;;802;
 TV RIO SUL LTDA; 31980600000197; RUA FRANCISCO TAVARES RESENDE, 466; 22S203240; 44W314930; TV RIO SUL.; Resende;573250,0000; RJ; 6830072;;31;6000;ISDB-T;TV Digital;;802;
 RADIO E TV MAIRA LTDA; 63752505000122; AVENIDA GOVERNADOR JORGE TEIXEIRA, 629; 08S503700; 69W154900;; Porto Velho;88500,0000; RO; 696423421;;203;200;FM;Rádio;;230;
 TELEVISAO TUIUTI SA; 92236314000106; TRAVESSA HIPOLITO JOSE DA COSTA, 155; 30S492900; 51W480700; RBSTV; Pelotas;61250,0000; RS; 9628495;;3;6000;ISDB-T;TV Digital;;802;
 RADIO PRANCHITA FM LTDA; 80795925000105; AVENIDA CAPIBARIBE, 310; 26S001600; 53W414700;; Pranchita;106900,0000; PR; 322542618;;295;200;FM;Rádio;;230;
 RADIO E TELEVISAO TAROBA LTDA; 76243625000146; RUA TAROBA, 06; 24S523982; 54W203109; TELEVISAO TAROBA; Cascavel;537250,0000; PR; 322530970;;25;6000;PAL-M;TV Analógica;;800;
 NASSAU EDITORA RADIO E TV LTDA; 27065150000130; RUA JOAQUIM PLACIDO DA SILVA, 225; 20S511800; 41W372000;; Vitória;603250,0000; ES; 323727530;;36;6000;PAL-M;TV Analógica;;800;
 SISTEMA MARACA DE COMUNICACAO LTDA; 00620016000105; RUA JOAO BARBOSA, 78; 02N491700; 60W394500;; Boa Vista;555250,0000; RR; 322995809;;28;6000;PAL-M;TV Analógica;;800;
 PETROLEO BRASILEIRO S A PETROBRAS; 33000167000101; AVENIDA REPUBLICA DO CHILE, 65; 22S222000; 41W250000; PETROBRAS; Rio de Janeiro;597250,0000; RJ; 6726615;;35;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE BARRA BONITA; 46172888000140; PCA NHONHO DE SALES N 1130, .; 22S304200; 48W334800;; Barra Bonita;537250,0000; SP; 9085025;;25;6000;ISDB-T;TV Digital;;802;
 DETELPE - DEPARTAMENTO DE TELECOMUNICACOES DE PERNAMBUCO; 11219607000183; AVENIDA CONDE DA BOA VISTA, 1424; 07S330000; 40W340000;; Recife;489250,0000; PE; 322712203;;17;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 06S150000; 40W440000; TVC - TV CEARA CANAL 5; Fortaleza;175250,0000; CE; 322892449;;7;6000;PAL-M;TV Analógica;;800;
 SISTEMA ALAN KARDEC DE RADIODIFUSAO LTDA; 02367888000120; AVENIDA PRESIDENTE VARGAS, 1446; 20S065700; 40W322500; FM Super; Santa Leopoldina;94500,0000; ES; 323687296;;233;200;FM;Rádio;;230;
 RBS TV BAGE LTDA; 87463535000187; RUA DO ACAMPAMENTO, 2550; 30S580100; 54W402000;; Bagé;205250,0000; RS; 9628142;;12;6000;PAL-M;TV Analógica;;800;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 23S273600; 45W030100;; São Paulo;693250,0000; SP; 9150099;;51;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 15S480000; 58W300000;; Cuiabá;211250,0000; MT; 323716180;;13;6000;PAL-M;TV Analógica;;800;
 RADIO CARAIBAS LTDA; 13327168000158; PRACA MARIO DOURADO, 78, .; 11S153200; 41W492100;; Irecê;100700,0000; BA; 322640652;;264;200;FM;Rádio;;230;
 RADIO INDEPENDENCIA DO SAO PRANCISCO LTDA; 13809538000193; RUA JUVENCIO ALVES, 01; 09S270100; 40W292700;; Juazeiro;1550,0000; BA; 322623332;;;10;AM;Rádio;;205;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 10S523900; 51W375700;; Cuiabá;175250,0000; MT; 323716164;;7;6000;ISDB-T;TV Digital;;802;
 TROPICAL COMUNICACOES LTDA; 00260087000136; AV.NATALINO JOAO BRESCANSIN, 949 - 2 ANDAR, .; 12S324300; 55W424100;; Sorriso;193250,0000; MT; 323142974;;10;6000;PAL-M;TV Analógica;;800;
 TV SAO JOSE DO RIO PRETO S/A; 50023373000156; AVENIDA JORNALISTA ROBERTO MARINHO, 997; 20S583400; 51W250700; TV TEM; São José do Rio Preto;187250,0000; SP; 9236503;;9;6000;PAL-M;TV Analógica;;800;
 TELEVISAO VITORIA S/A; 27419100000103; AV. PRESIDENTE FLORENTINO AVIDOS, 350; 20S370600; 40W303700; TV VITORIA; Vitória;199250,0000; ES; 6747388;;11;6000;ISDB-T;TV Digital;;802;
 TV SERRA DOURADA LTDA; 01061837000103; RUA 73, 349; 13S461100; 50W171100; TV SERRA DOURADA; Goiânia;187250,0000; GO; 323715818;;9;6000;PAL-M;TV Analógica;;800;
 RADIO MACAMBIRA LTDA; 12295648000111; RUA CORONEL EUFRASINO DE PINHO, S/N; 04S335210; 40W438170;; Ipueiras;1020,0000; CE; 322893305;;;10;AM;Rádio;;205;
 SISTEMA 90 DE COMUNICACAO LTDA; 03867344000190; RUA JOSE CARLOS MACHADO, 163; 22S040700; 51W262400;; Presidente Prudente;97100,0000; SP; 689293143;;246;200;FM;Rádio;;230;
 RADIO IPE LTDA; 02363891000176; RODOVIA BR 354, S/N; 20S162600; 45W310000; EVEREST; Arcos;103700,0000; MG; 698284747;;279;200;FM;Rádio;;230;
 UNIVERSIDADE DO ESTADO DE MATO GROSSO-UNEMAT; 01367770000130; AVENIDA SAO JOAO S/N, .; 16S045300; 57W415100;; Cáceres;61250,0000; MT; 323143130;;3;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 18S035800; 41W254600;; Belo Horizonte;77250,0000; MG; 322377765;;5;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE ARAPIRACA; 12198693000158; PRACA LUIS PEREIRA LIMA,NR 82, .; 09S475000; 36W393500;; Arapiraca;211250,0000; AL; 323274862;;13;6000;ISDB-T;TV Digital;;802;
 RADIO SAO FRANCISCO DE CANINDE LTDA; 10391449000181; RUA ANTONIO MARTINS, 196, .; 04S222000; 39W181000;; Canindé;1240,0000; CE; 322893046;;;10;AM;Rádio;;205;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 00S225500; 65W000000;; Manaus;175250,0000; AM; 322994330;;7;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S564000; 48W264700;; São José do Rio Preto;705250,0000; SP; 9248650;;53;6000;ISDB-T;TV Digital;;802;
 RADIO JORNAL A VERDADE LTDA; 78837515000138; RUA BENTO SILVERIO, 906,; 27S372100; 48W382700;; São José;1470,0000; SC; 323055427;;;10;AM;Rádio;;205;
 RADIO E TELEVISAO TAROBA LTDA; 76243625000146; RUA TAROBA, 06; 24S173100; 53W503200; TELEVISAO TAROBA; Cascavel;61250,0000; PR; 322531020;;3;6000;PAL-M;TV Analógica;;800;
 REDE MEDIO NORTE DE COMUNICACOES LTDA; 02394582000163; AV JORNALISTA ARCHIMEDES PEREIRA LIMA NR.1200, .; 13S323700; 58W484300;; Cuiabá;199250,0000; MT; 441534236;;11;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 24S062650; 49W195450;; São Paulo;211250,0000; SP; 9150781;;13;6000;PAL-M;TV Analógica;;800;
 RADIO MONTANHES FM STEREO LTDA; 25973017000156; RUA CORONEL JOSE DE ARAUJO, 1066; 21S131200; 45W441000;; Campos Gerais;97100,0000; MG; 322387086;;246;200;FM;Rádio;;230;
 UNIVERSIDADE CATOLICA DE PETROPOLIS; 03108082000180; AVENIDA BENJAMIM CONSTANT, 213; 22S322400; 43W091200;; Petrópolis;106300,0000; RJ; 5534879;;292;200;FM;Rádio;;230;
 TELEVISAO CACHOEIRO LTDA; 31494693000140; RUA JOSE JULIO, 04; 21S035100; 41W215900;; Cachoeiro de Itapemirim;567250,0000; ES; 442151438;;30;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO RECORD S.A.; 60628369000175; RUA DA VARZEA, 240; 23S213400; 47W521500;; São Paulo;519250,0000; SP; 9152369;;22;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 12S553500; 51W491000;; Cuiabá;211250,0000; MT; 323736483;;13;6000;PAL-M;TV Analógica;;800;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 06S221300; 40W083400;; Fortaleza;543250,0000; CE; 323731287;;26;6000;PAL-M;TV Analógica;;800;
 FUNDACAO CULTURAL PIRATINI RADIO E TELEVISAO; 87809992000180; RUA CORREA LIMA, 2118; 27S380300; 52W162600; TVE; Porto Alegre;211250,0000; RS; 9623850;;13;6000;PAL-M;TV Analógica;;800;
 RADIO VICENTE PALLOTTI LTDA; 79859583000160; RUA DAS AMERICAS, 255; 25S580000; 52W340000;; Coronel Vivida;1090,0000; PR; 322481457;;;10;AM;Rádio;;205;
 RADIO NILSON DE OLIVEIRA LTDA; 03043886000149; RUA CORONEL DULCIDIO, 1101; 24S584200; 50W065100;; Ponta Grossa;99300,0000; PR; 322503566;;257;200;FM;Rádio;;230;
 RADIO E TELEVISAO IMAGEM LTDA; 81034977000121; RUA MAMORE, 753; 23S114360; 52W113880; TV IMAGEM DO NOROESTE ou TV IMAGEM; Curitiba;645250,0000; PR; 322551161;;43;6000;PAL-M;TV Analógica;;800;
 RADIO MONOLITOS DE QUIXADA LTDA; 05307954000165; RUA TABELIAO ENEAS, 495; 05S000000; 39W030000;; Quixadá;970,0000; CE; 322870160;;;10;AM;Rádio;;205;
 TV SERRA DOURADA LTDA; 01061837000103; RUA 73, 349; 16S273000; 51W481700; TV SERRA DOURADA; Goiânia;567250,0000; GO; 323705430;;30;6000;PAL-M;TV Analógica;;800;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 17S343800; 52W322200;; Goiânia;77250,0000; GO; 323032699;;5;6000;ISDB-T;TV Digital;;802;
 SISTEMA DE COMUNICACAO ITALIA VIVA SA; 93079044000130; RUA JOHN KENNEDY, 2220-SALA 18, .; 29S062500; 51W105300;; Flores da Cunha;1370,0000; RS; 9545174;;;10;AM;Rádio;;205;
 FUNDACAO PADRE MARTIN KIRSCHT; 20401147000109; RUA CORONEL DOMINGOS TOLENTINO 137, .; 14S560000; 42W490000; RADIO EDUCADORA DE ESPINOSA; Espinosa;1580,0000; MG; 322321670;;;10;AM;Rádio;;205;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 29S491100; 50W311700;; Porto Alegre;687250,0000; RS; 9627065;;50;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 16S205800; 53W453000;; Cuiabá;175250,0000; MT; 322821339;;7;6000;ISDB-T;TV Digital;;802;
 RADIO TROPICAL LTDA; 22911663000109; PRACA INHANGAIBA, S/Nº; 00S434800; 48W305700;; Soure;104700,0000; PA; 322802873;;284;200;FM;Rádio;;230;
 RADIO WANDER DE ANDRADE LTDA; 26290163000140; RUA DOS EXPEDICIONÁRIOS, 38; 20S010500; 45W582200;; Bambuí;103300,0000; MG; 322399980;;277;200;FM;Rádio;;230;
 RADIO XIMANGO LTDA; 22911762000182; TRAV. CAMPOS SALES, 370, .; 01S563900; 54W433100;; Belém;750,0000; PA; 322802857;;;10;AM;Rádio;;205;
 RADIO E TV MAIRA LTDA; 63752505000122; AVENIDA GOVERNADOR JORGE TEIXEIRA, 629; 08S101500; 70W212700;; Porto Velho;89500,0000; RO; 693210842;;208;200;FM;Rádio;;230;
 PREFEITURA MUNICIPAL DE RIO NEGRO; 76002641000147; PRACA JOAO PESSOA, 08, .; 26S054700; 49W473600;; Rio Negro;489250,0000; PR; 322551498;;17;6000;PAL-M;TV Analógica;;800;
 TELEVISAO MORENA LTDA; 03229937000121; AVENIDA EDUARDO ELIAS ZAHRAN, 1600; 20S281600; 15W471400; REDE MATOGROS DE TELEVISAO; Campo Grande;193250,0000; MS; 322833671;;10;6000;PAL-M;TV Analógica;;800;
 FUNDACAO CULTURAL ANHANGUERA; 04408830000103; RUA DOUTOR LEONARDO CAVALCANTI, 56; 23S094800; 46W530000;; Jundiaí;471250,0000; SP; 536381186;;14;6000;PAL-M;TV Analógica;;248;
 INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA - IRDEB; 13420609000161; RUA PEDRO GAMA, 413-E; 09S403500; 42W041200;; Salvador;55250,0000; BA; 323713173;;2;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 16S290000; 52W420000;; Cuiabá;83250,0000; MT; 443805547;;6;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 04S450000; 40W530000; TVC - TV CEARA CANAL 5; Fortaleza;83250,0000; CE; 322892511;;6;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE CANDIDO DE ABREU; 76175926000180; Av Paraná, 03; 24S361200; 51W213900;; Cândido de Abreu;657250,0000; PR; 322529972;;45;6000;ISDB-T;TV Digital;;802;
 LESTE SUL TELECOMUNICACOES LTDA; 03938584000139; RUA MANOEL SIMAO, 177; 23S023100; 50W485400;; Indaial;89300,0000; SC; 692364234;;207;200;FM;Rádio;;230;
 SISTEMA MALACACHETENSE DE RADIODIFUSAO LTDA; 02736743000150; Rua Tristao couy, S/N; 17S505100; 42W042600;; Malacacheta;106500,0000; MG; 691451001;;293;200;FM;Rádio;;230;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 20S424100; 47W532200;; Osasco;525250,0000; SP; 323689612;;23;6000;ISDB-T;TV Digital;;802;
 RADIO EDUCACAO RURAL LTDA; 03244472000188; AV.MATO GROSSO,530, .; 20S253100; 54W365400;; Campo Grande;580,0000; MS; 322816181;;;10;AM;Rádio;;205;
 SOCIEDADE RADIO E TELEVISAO ALTEROSA S. A.; 17247925000134; AVENIDA ASSIS CHATEAUBRIAND, 499; 16S473600; 42W071200;; Belo Horizonte;55250,0000; MG; 534289096;;2;6000;PAL-M;TV Analógica;;800;
 TV RECORD DE FRANCA S/A; 46721148000116; RUA JOSE MARIA MEDEIROS, 5120; 20S221000; 47W482800;; Franca;561250,0000; SP; 534278000;;29;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE AGUAS DA PRATA; 44831733000143; AV WASHINGTON LUIZ N 485, .; 21S552400; 46W433500;; Águas da Prata;585250,0000; SP; 9085335;;33;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE PARANAIBA; 03343118000100; RUA JUCA PINHE,333, .; 19S420000; 51W110000;; Paranaíba;205250,0000; MS; 322833337;;12;6000;ISDB-T;TV Digital;;802;
 RADIO DIFUSORA DE MOSSORO SA; 08250946000118; AVENIDA CUNHA DA MOTA, S/N; 05S140000; 37W190000;; Mossoró;1170,0000; RN; 322688639;;;10;AM;Rádio;;205;
 RADIO TELEVISAO DE UBERLANDIA LTDA; 25631672000126; Avenida Maranhão, 1666; 18S503800; 46W473500;; Uberlândia;211250,0000; MG; 322377960;;13;6000;ISDB-T;TV Digital;;802;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 24S350600; 48W353500;; São Paulo;495250,0000; SP; 9151605;;18;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO JARANA LTDA; 14732010000126; RODOVIA PA 256, KM 01, .; 02S590100; 47W200200;; Paragominas;101100,0000; PA; 322802806;;266;200;FM;Rádio;;230;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 21S562300; 50W305200;; São José do Rio Preto;633250,0000; SP; 9249770;;41;6000;ISDB-T;TV Digital;;802;
 FUNDACAO FRATERNIDADE; 94958063000107; RUA CORONEL CLAUDINO, 220; 29S470000; 55W470000;; Porto Alegre;531250,0000; RS; 9651535;;24;6000;ISDB-T;TV Digital;;802;
 SISTEMA DE COMUNICACAO PANTANAL S/C LTDA; 02412892000163; RUA MARECHAL MALLET, 1.406 - GUANANDY, .; 23S332800; 46W393600;; Aquidauana;687250,0000; MS; 693098007;;50;6000;ISDB-T;TV Digital;;802;
 TV STUDIOS DE JAU S/A; 49931645000137; AVENIDA JOÃO SANZOVO, 2621; 23S063900; 48W364900; SBT - CENTRO OESTE PAULISTA - EMISSORA DO SISTEMA BRASILEIRO DE TELEVISAO; Jaú;513250,0000; SP; 9124799;;21;6000;ISDB-T;TV Digital;;802;
 ASSOCIACAO TV COMUNITARIA E EDUCATIVA DE MONTE CARMELO; 00387013000165; AV.BELO HORIZONTE,518-SALA 301-ED.MINAS SHOPPING, .; 18S432900; 47W295500;; Monte Carmelo;585250,0000; MG; 323733760;;33;6000;PAL-M;TV Analógica;;800;
 ABRIL RADIODIFUSAO S/A; 03555171000175; AVENIDA PROFESSOR ALFONSO BOVERO, 52; 23S573900; 46W211000;; São Paulo;723250,0000; SP; 9257268;;56;6000;PAL-M;TV Analógica;;800;
 RADIO SERRANA DE BENTO GONCALVES LTDA; 89340574000112; RUA MARECHAL DEODORO, 101,; 29S114300; 51W320300;; Bento Gonçalves;92500,0000; RS; 9546545;;223;200;FM;Rádio;;230;
