Razao_Social;CNPJ;Endereco;Latitude;Longitude;Nome_Fantasia;Municipio;Frequencia;UF;ID_Estação;Rede;Canal;Largura_de_banda;Modulacao;Servico_RNR;Situacao_de_Licenciamento;Servico_ANATEL;Observação
 SOCIEDADE DE TELEVISAO EDUCATIVA DE PLANALTINA LTDA; 00505612000136; SHIS QL 18 CONJUNTO 5, CASA 20; 15S271000; 47W365100;; Brasília;519250,0000; DF; 323041981;;22;6000;PAL-M;TV Analógica;;800;
 TV OMEGA LTDA; 02131538000160; AVENIDA PRESIDENTE KENNEDY, 2869; 21S522300; 46W435600; REDE TV; Osasco;489250,0000; SP; 9123598;;17;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 11S051900; 43W084000; TV BAHIA; Salvador;199250,0000; BA; 322643287;;11;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE LAJEADO; 87297982000103; RUA JULIO MAY, 242, .; 29S275500; 51W571700;; Lajeado;585250,0000; RS; 9651829;;33;6000;PAL-M;TV Analógica;;800;
 TV MARANHAO CENTRAL LTDA; 00927630000106; AV.JOAO PESSOA, 266, .; 04S100000; 45W280000;; São Luís;187250,0000; MA; 2134560;;9;6000;ISDB-T;TV Digital;;802;
 TELEVISAO NAIPI LTDA; 77689032000170; AVENIDA COSTA E SILVA, 669; 25S210000; 54W142200;; Foz do Iguaçu;711250,0000; PR; 322504279;;54;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 05S320000; 40W460000; TVC - TV CEARA CANAL 5; Fortaleza;67250,0000; CE; 322892406;;4;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 13S152400; 43W245900; TV BAHIA; Salvador;187250,0000; BA; 322642469;;9;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 00N022800; 51W032400;; São José do Rio Preto;627250,0000; SP; 323734588;;40;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S160500; 50W310400;; São José do Rio Preto;573250,0000; SP; 9249192;;31;6000;PAL-M;TV Analógica;;800;
 TV OMEGA LTDA; 02131538000160; AVENIDA PRESIDENTE KENNEDY, 2869; 22S221500; 41W471300; REDE TV; Osasco;645250,0000; SP; 6726496;;43;6000;PAL-M;TV Analógica;;800;
 FUNDAÇÃO LMFC EDUCATIVA E CULTURAL; 04079355000179; Rua Isaac Newton, 03; 18S092900; 45W180700;; Três Marias;175250,0000; MG; 686839722;;7;6000;PAL-M;TV Analógica;;248;
 INTERVISAO EMISSORAS DE RADIO E TELEVISAO LTDA; 16924581000198; Praça Manoel Quatrocentos, SN; 15S190000; 42W010000;; Montes Claros;187250,0000; MG; 441600344;;9;6000;ISDB-T;TV Digital;;802;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 29S271400; 50W344800;; Porto Alegre;711250,0000; RS; 9627693;;54;6000;PAL-M;TV Analógica;;800;
 FUNDACAO UNIVERSIDADE DO TOCANTINS; 01637536000185; 108 SUL ALAMEDA 11, s/n; 08S440000; 48W450000;; Palmas;55250,0000; TO; 1350366;;2;6000;PAL-M;TV Analógica;;800;
 RADIO ARARIPE DE CEDRO LTDA; 06597751000113; MARGEM DIREITA DA FERROVIA CEDRO/MANGABEIRA - MONTEVIDEO, .; 06S364200; 39W041300;; Cedro;1160,0000; CE; 322891167;;;10;AM;Rádio;;205;
 FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC; 83891283000136; AVENIDA MADRE BENVENUTA AVENIDA, 2007; 27S484500; 50W221600;; Florianópolis;106900,0000; SC; 323214975;;295;200;FM;Rádio;;230;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 14S080000; 47W310000;; Goiânia;669250,0000; GO; 323681859;;47;6000;ISDB-T;TV Digital;;802;
 RADIO VANGUARDA DE CARIDADE LTDA; 12300539000145; RUA PLACIDO PINHO, 294; 04S141500; 39W120600;; Caridade;1370,0000; CE; 322893402;;;10;AM;Rádio;;205;
 COGETEL; 15412257000209; RUA DESEMBARGADOR LEAO NETO DO CARMO, s/n; 19S315300; 54W023800;; Campo Grande;205250,0000; MS; 322832560;;12;6000;PAL-M;TV Analógica;;800;
 FUNDACAO EDUCAT E CULT JOSE ALVES FERREIRA DE OLIVEIRA; 23768542000104; ALAMEDA DAS PITEIRAS SN, .; 19S093600; 45W264500;; Pará de Minas;687250,0000; MG; 322359554;;50;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE HORIZONTINA; 87612834000136; RUA BALDUINO SCHNEIDER, 375, .; 27S372100; 54W181800;; Horizontina;513250,0000; RS; 9625127;;21;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150;  Cidade Administrativa Presidente Tancredo Neves - Rodovia Prefeito Americo Gianetti, s/nº; 19S100000; 41W430000;; Belo Horizonte;603250,0000; MG; 322377447;;36;6000;ISDB-T;TV Digital;;802;
 CARDOSO & FERNANDES LTDA; 02384613000103; AVENIDA TRANCONTINENTAL, 938; 11S410600; 62W430500;; Ji-Paraná;99700,0000; RO; 689695276;;259;200;FM;Rádio;;230;
 FUNDACAO CASPER LIBERO; 61277273000172; AVENIDA PAULISTA, 900; 16S193600; 48W571000;; São Paulo;675250,0000; SP; 323717250;;48;6000;ISDB-T;TV Digital;;802;
 RADIO ALTO PIRANHAS LTDA; 12613238000171; RUA CORONEL JUSTINO BEZERRA, 41; 06S541850; 38W333910;; Cajazeiras;650,0000; PB; 322687900;;;10;AM;Rádio;;205;
 RADIO ITAI DE RIO CLARO LTDA; 01739112000121; RUA MONTE CAMBERELA, 109; 24S305100; 50W252300;; São Paulo;840,0000; SP; 323725058;;;10;AM;Rádio;;205;
 TV CARIOBA COMUNICACOES LTDA; 61317095000166; RUA BENJAMIM CONSTANT, 192; 22S022300; 47W520500;; Americana;579250,0000; SP; 665708823;;32;6000;ISDB-T;TV Digital;;802;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 24S011800; 46W234200;; São Paulo;555250,0000; SP; 9151478;;28;6000;PAL-M;TV Analógica;;800;
 RONDOVISAO RONDONIA RADIO E TELEVISAO LTDA; 04931671000127; RUA DOURADOS, S/N; 09S544400; 63W013600; CLUBE CIDADE; Ariquemes;61250,0000; RO; 323206417;;3;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 14S420300; 39W381900; TV BAHIA; Salvador;61250,0000; BA; 322643210;;3;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 18S593400; 49W285000; TV DOURADOS; Dourados;501250,0000; MS; 693172142;;19;6000;ISDB-T;TV Digital;;802;
 RADIO E TELEVISAO BRASIL OESTE LTDA; 03049376000189; RUA JIBOIA, S/N; 09S515300; 56W063400;; Cuiabá;205250,0000; MT; 323143032;;12;6000;PAL-M;TV Analógica;;800;
 TV E RADIO JORNAL DO COMMERCIO LTDA; 09045758000110; RUA CAPITAO LIMA, 250; 08S170100; 35W584400;; Recife;83250,0000; PE; 322735629;;6;6000;PAL-M;TV Analógica;;800;
 SISTEMA NOVA DIFUSORA LTDA; 56366115000159; AV. GOVERNANDOR DR. ADHEMAR PEREIRA DE BARROS, 134, .; 20S433100; 48W535400;; Olímpia;1490,0000; SP; 7804806;;;10;AM;Rádio;;205;
 RADIO SERRINHA FM LTDA; 13638341000139; PRAÇA LUIZ NOGUEIRA, 385; 11S381500; 39W031500;; Serrinha;98300,0000; BA; 322640580;;252;200;FM;Rádio;;230;
 PAROQUIA DE SERROLANDIA; 13833801001402; RUA PADRE ALFREDO,30, .; 11S244300; 40W180300;; Serrolândia;77250,0000; BA; 355894106;;5;6000;PAL-M;TV Analógica;;800;
 TV VALE DO PARAIBA LTDA; 56407083000192; AVENIDA DEPUTADO BENEDITO MATARAZZO, 9403; 23S230700; 45W393400;; São José dos Campos;705250,0000; SP; 323701930;;53;6000;ISDB-T;TV Digital;;802;
 RIO BRANCO - RADIO FM LTDA; 04517934000156; AVENIDA ANTONIO DA ROCHA VIANA, S/N, .; 09S591900; 67W490400;; Rio Branco;93300,0000; AC; 322993601;;227;200;FM;Rádio;;230;
 AURORA COMUNICACOES LTDA; 03816962000101; VILA PAULO GONCALVES, S/N; 06S570900; 38W575900;; Aurora;91100,0000; CE; 696482452;;216;200;FM;Rádio;;230;
 PREFEITURA MUNICIPAL DE ANTONIO PRADO; 87842233000110; RUA FRANCISCO MARCANTONIO, 57, .; 28S514800; 51W173000;; Antônio Prado;61250,0000; RS; 9624198;;3;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO IMAGEM LTDA; 81034977000121; RUA MAMORE, 753; 24S051900; 54W141500; TV IMAGEM DO NOROESTE ou TV IMAGEM; Curitiba;55250,0000; PR; 322531497;;2;6000;ISDB-T;TV Digital;;802;
 CENTRAL DE EMISSORAS GRAVACOES E REP.AJURICABA S/A; 04764577000120; RUA SANTO ANTONIO,108, .; 06S393900; 69W522300;; Manaus;187250,0000; AM; 322993849;;9;6000;ISDB-T;TV Digital;;802;
 TV INDEPENDENCIA OESTE DO PARANA LTDA; 81057994000184; AVENIDA PARIGOT DE SOUZA, 322; 24S050000; 54W150000;; Toledo;513250,0000; PR; 323755291;;21;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 22S291800; 44W061500;; São José do Rio Preto;471250,0000; SP; 323673988;;14;6000;ISDB-T;TV Digital;;802;
 RADIO E TELEVISAO IMAGEM LTDA; 81034977000121; AVENIDA DEPUTADO HEITOR ALENCAR FURTADO, N° 6730; 22S551670; 53W081290; TV IMAGEM DO NOROESTE ou TV IMAGEM; Paranavaí;83250,0000; PR; 322531462;;6;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE LADARIO; 03330453000174; RUA C.MAGALHAES,22, .; 19S010000; 57W380000;; Ladário;187250,0000; MS; 322822793;;9;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE SAO GABRIEL; 88768080000170; R. DUQUE DE CAXIAS, 268, .; 30S202600; 54W185400;; São Gabriel;211250,0000; RS; 9607854;;13;6000;ISDB-T;TV Digital;;802;
 TELEVISAO ITAPOAN SOCIEDADE ANONIMA; 15122492000165; JARDIM FEDERACAO, 81; 13S532650; 40W071880;; Salvador;181250,0000; BA; 322645590;;8;6000;ISDB-T;TV Digital;;802;
 RADIO SAO JOSE DO PATROCINIO LTDA; 03905298000177; AVENIDA CORONEL AMARAL FERRADOR, 494; 30S520730; 52W164720;; Amaral Ferrador;92300,0000; RS; 691181985;;222;200;FM;Rádio;;230;
 FUNDACAO CULTURAL JOAO PAULO II; 25577891000174; AV. ITAU, 515; 19S560000; 43W570000;; Belo Horizonte;830,0000; MG; 322322120;;;10;AM;Rádio;;205;
 REDE AMAZONENSE DE COMUNICACAO LTDA; 04407474000103; RUA CEL. VERCOSA, 47, .; 03S231500; 57W424300;; Maués;990,0000; AM; 322993555;;;10;AM;Rádio;;205;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 14S095600; 39W423600; TV BAHIA; Salvador;205250,0000; BA; 322643015;;12;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 15S153900; 40W150500; TV BAHIA; Salvador;199250,0000; BA; 322642477;;11;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 11S180600; 41W505900; TV BAHIA; Salvador;67250,0000; BA; 322643120;;4;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 18S010000; 42W340000;; Belo Horizonte;513250,0000; MG; 322377595;;21;6000;PAL-M;TV Analógica;;800;
 RADIO E TV PORTOVISÃO LTDA; 87209250000114; RUA DELFINO RIET, 183; 29S204400; 49W434400; BAND; Porto Alegre;193250,0000; RS; 9627278;;10;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 26S134300; 52W401400;; São José do Rio Preto;585250,0000; SP; 323738370;;33;6000;ISDB-T;TV Digital;;802;
 RADIO E TV PORTOVISÃO LTDA; 87209250000114; RUA DELFINO RIET, 183; 30S080000; 59W110000; BAND; Porto Alegre;67250,0000; RS; 9627456;;4;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE JANDAIA; 02879138000138; Av. JK de Oliveira, 742; 17S025500; 50W084600;; Jandaia;175250,0000; GO; 323033644;;7;6000;ISDB-T;TV Digital;;802;
 RADIO E TV PORTOVISÃO LTDA; 87209250000114; RUA DELFINO RIET, 183; 30S495200; 51W484500; BAND; Porto Alegre;181250,0000; RS; 9627286;;8;6000;PAL-M;TV Analógica;;800;
 COMSAT - COMERCIO E REPRES. EQUIPAM. ELETRO ELETRON LTDA; 92231521000178; RUA JOÃO PAULO II,, S/N; 23S120300; 47W171300;; Cachoeira Paulista;; SP; 683115626;;;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE GOIATUBA; 01753722000180; RUA SAO FRANCISCO, 570, .; 18S010000; 49W220000;; Goiatuba;669250,0000; GO; 323041841;;47;6000;ISDB-T;TV Digital;;802;
 FUNDACAO EDUCATIVA NORDESTE; 88535612000120; RUA 14 DE JULHO, 588; 28S473919; 52W304221; RADIO CRISTAL; Lagoa Vermelha;99100,0000; RS; 9629335;;256;200;FM;Rádio;;230;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 18S515600; 48W161100; TV DOURADOS; Dourados;687250,0000; MS; 323718060;;50;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 19S300000; 41W050000;; Belo Horizonte;67250,0000; MG; 322377730;;4;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 16S431500; 39W264000; TV BAHIA; Salvador;67250,0000; BA; 322644968;;4;6000;ISDB-T;TV Digital;;802;
 INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA - IRDEB; 13420609000161; RUA PEDRO GAMA, 413-E; 10S491800; 42W435200;; Salvador;193250,0000; BA; 322621526;;10;6000;ISDB-T;TV Digital;;802;
 TV SERRA DOURADA LTDA; 01061837000103; RUA 73, 349; 17S213100; 52W410300; TV SERRA DOURADA; Goiânia;187250,0000; GO; 323732763;;9;6000;ISDB-T;TV Digital;;802;
 RADIO VALE DO TIETE DE SALTO LTDA; 56416027000114; RUA JOSE REVEL, 477; 23S124360; 47W161310;; Salto;1510,0000; SP; 9156283;;;10;AM;Rádio;;205;
 FUNDACAO NOVA CAMPO LARGO RADIO E TELEVISAO EDUCATIVA; 03701617000122; RUA TENENTE HENRIQUE DOS SANTOS, 360; 25S462500; 49W415300;; Lapa;90900,0000; PR; 692394133;;215;200;FM;Rádio;;230;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S210500; 49W112000;; São José do Rio Preto;483250,0000; SP; 9249095;;16;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO LTDA; 33050733000513; RUA ALVARO RAMOS, .; 22S492000; 43W311800;; Rio de Janeiro;477250,0000; RJ; 6749127;;15;6000;ISDB-T;TV Digital;;802;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 28S170600; 49W562700;; Porto Alegre;61250,0000; RS; 323091237;;3;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 17S522800; 51W435800;; São José do Rio Preto;477250,0000; SP; 323038794;;15;6000;PAL-M;TV Analógica;;800;
 RADIO MUTUIPE FM LTDA; 34176875000160; RUA SAO MIGUEL DAS MATAS, N° 40; 13S133000; 39W302500;; Mutuípe;96500,0000; BA; 322647363;;243;200;FM;Rádio;;230;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 21S132000; 50W520100;; São Paulo;615250,0000; SP; 9150102;;38;6000;ISDB-T;TV Digital;;802;
 TV CABRALIA LTDA; 13494265000135; LOTEAMENTO VITORIA LOUP SOARES QUADRA, 17; 00N020000; 51W050000;; Itabuna;; BA; 631377441;;;6000;PAL-M;TV Analógica;;800;
 RADIO DIFUSORA SAO PATRICIO LIMITADA; 01382209000120; AVENIDA GOIAS, 272,; 15S165100; 49W374700;; Ceres;101900,0000; GO; 323035353;;270;200;FM;Rádio;;230;
 PREFEITURA MUNICIPAL DE PEDERNEIRAS; 46189718000179; Rua Siqueira Campos, S - 64; 22S204200; 48W461200;; Pederneiras;483250,0000; SP; 9087036;;16;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S151500; 42W021900;; São José do Rio Preto;187250,0000; SP; 442149484;;9;6000;PAL-M;TV Analógica;;800;
 RADIO PIAUI FM LTDA- ME; 12067518000121; AV. CANDIDO COELHO, S/N, .; 08S221200; 42W145400; 'FM ALVORADA'; São João do Piauí;98300,0000; PI; 323227937;;252;200;FM;Rádio;;230;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 11S474900; 37W565300; TV BAHIA; Salvador;175250,0000; BA; 322643686;;7;6000;ISDB-T;TV Digital;;802;
 XETAS COMUNICACAO LTDA; 10804690000195; RUA SANTA CATARINA, 3781; 23S450800; 53W183100;; Umuarama;579250,0000; PR; 697715850;;32;6000;PAL-M;TV Analógica;;800;
 PORTUGAL TELECOMUNICACOES LTDA; 03891510000194; RUA CURT HERING, 665; 26S162800; 49W312000;; Presidente Getúlio;91700,0000; SC; 691027676;;219;200;FM;Rádio;;230;
 TV CABRALIA LTDA; 13494265000135; LOTEAMENTO VITORIA LOUP SOARES QUADRA, 17; 14S580200; 39W154200;; Itabuna;205250,0000; BA; 696385481;;12;6000;PAL-M;TV Analógica;;800;
 RADIO TAPENSE S/A; 97730220000102; RUA PROFESSOR LUIS VIEIRA, 525; 30S403584; 51W242600;; Tapes;1500,0000; RS; 9546634;;;10;AM;Rádio;;205;
 RADIO TROPICAL LTDA; 02571107000115; AVENIDA BRASILIA, 10; 13S260000; 49W270000; RADIO TROPICAL; Porangatu;850,0000; GO; 323010296;;;10;AM;Rádio;;205;
 EMPRESA PIONEIRA DE TELEVISAO S/A; 59152629000108; RUA MARIO LUCHESI, 45; 21S275050; 47W003540;; São Carlos;645250,0000; SP; 691980934;;43;6000;ISDB-T;TV Digital;;802;
 TV OMEGA LTDA; 02131538000160; AVENIDA PRESIDENTE KENNEDY, 2869; 22S323000; 47W232100; REDE TV; Osasco;681250,0000; SP; 9123636;;49;6000;PAL-M;TV Analógica;;800;
 TV SAO JOSE DO RIO PRETO S/A; 50023373000156; AVENIDA JORNALISTA ROBERTO MARINHO, 997; 20S392400; 50W393800; TV TEM; São José do Rio Preto;483250,0000; SP; 9236473;;16;6000;ISDB-T;TV Digital;;802;
 GAZETA PUBLICIDADE E NEGOCIOS LTDA; 03915493000188; RUA PROFESSORA TEREZA LOBO,NR.30, .; 11S031600; 51W495300;; Cuiabá;199250,0000; MT; 359994911;;11;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO PRINCESA LIMITADA; 77812220000144; RUA PONTA GROSSA, 1982; 26S051000; 53W030800;; Francisco Beltrão;103300,0000; PR; 322481570;;277;200;FM;Rádio;;230;
 RONDOVISAO RONDONIA RADIO E TELEVISAO LTDA; 04931671000127; RUA DOURADOS, S/N; 12S430000; 60W090000; CLUBE CIDADE; Ariquemes;175250,0000; RO; 323206514;;7;6000;PAL-M;TV Analógica;;800;
 SISTEMA REGIONAL DE COMUNICACAO ANDRADINA LTDA; 02333058000182; RUA HOMERO RODRIGUES SILVA, 1090; 20S534700; 51W225600;; Andradina;100700,0000; SP; 686825705;;264;200;FM;Rádio;;230;
 EMPRESA DE RADIODIFUSAO FM TUIUIU LTDA; 03820432000137; RUA BRIGADEIRO TOBIAS, 268; 20S412600; 55W164000;; Campo Grande;106700,0000; MS; 690701616;;294;200;FM;Rádio;;230;
 CIA CATARINENSE DE RADIO E TELEVISAO; 82611617000108; RUA PASTOR GUILHERME RAU, N° 250; 26S153600; 50W480400; TV SANTA CATARINA E RBS TV; Joinville;175250,0000; SC; 323086780;;7;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 16S410000; 43W510000;; São José do Rio Preto;519250,0000; SP; 323698352;;22;6000;PAL-M;TV Analógica;;800;
 A GAZETA DO ESPIRITO SANTO RADIO E TV LTDA; 27063726000120; RUA CHAFIC MURAD, 902; 18S435400; 40W541900;; Vitória;531250,0000; ES; 6747078;;24;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 02S160500; 49W313400;; São José do Rio Preto;477250,0000; SP; 322806550;;15;6000;PAL-M;TV Analógica;;800;
 TV RECORD DE FRANCA S/A; 46721148000116; RUA JOSE MARIA MEDEIROS, 5120; 21S203800; 47W120500;; Franca;561250,0000; SP; 323734952;;29;6000;ISDB-T;TV Digital;;802;
 RADIO CULTURAL DO ARAGUAIA LTDA; 02604544000198; AV. MARECHAL RONDON, S/N; 15S522300; 50W505700;; Jussara;650,0000; GO; 323010202;;;10;AM;Rádio;;205;
 RADIO E TELEVISAO RECORD S.A.; 60628369000175; RUA DA VARZEA, 240; 23S585400; 46W151700;; São Paulo;83250,0000; SP; 9152075;;6;6000;PAL-M;TV Analógica;;800;
 TELEVISAO ANHANGUERA DE ARAGUAINA LTDA; 02856995000112; RUA CRUZEIRO DO SUL, 317; 08S493900; 48W310600;; Araguaína;55250,0000; TO; 323021239;;2;6000;PAL-M;TV Analógica;;800;
 EMPRESA PAULISTA DE RADIODIFUSAO LTDA; 44872109000194; AV BRIGADEIRO TOBIAS, 176; 22S113400; 51W195900;; Regente Feijó;1330,0000; SP; 7803109;;;10;AM;Rádio;;205;
 PREFEITURA MUNICIPAL DE ADAMANTINA; 43008291000177; RUA OSVALDO CRUZ, 262; 21S411400; 51W042000;; Adamantina;106100,0000; SP; 9156550;;291;200;FM;Rádio;;230;
 SOCIEDADE RADIO SANTA FELICIDADE LTDA; 03806583000130; RUA ITALIA,, 174; 28S205300; 51W521200; REDE COLINAS FM; Erechim;88900,0000; RS; 690765460;;205;200;FM;Rádio;;230;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 28S392200; 49W214900; TV DOURADOS; Dourados;561250,0000; MS; 443805725;;29;6000;PAL-M;TV Analógica;;800;
 SQUADRON FM LTDA; 03879307000100; RUA JOAO HIPOLITO DE AZEVEDO, 01; 12S190000; 38W460000;; Conceição do Jacuípe;89900,0000; BA; 689792670;;210;200;FM;Rádio;;230;
 RADIO METROPOLITANA PAULISTA LTDA; 60457561000146; RUA BARÃO DE JACEGUAI, 468; 23S315700; 46W132600;; Mogi das Cruzes;1070,0000; SP; 7805659;;;10;AM;Rádio;;205;
 BACEX COMERCIO E EXPORTACAO LTDA; 63807861000104; RUA MUNDURUCUS, 984/104, .; 02S344600; 49W301900;; Belém;211250,0000; PA; 322774144;;13;6000;PAL-M;TV Analógica;;800;
 FUNDACAO PIONEIRA DE RADIODIFUSAO EDUCATIVA DO PARANA; 78282084000190; RUA MICHAEL MOOR, 957; 25S334200; 51W292000;; Guarapuava;99700,0000; PR; 322529565;;259;200;FM;Rádio;;230;
 RADIO PRINCESA DO JACUI LTDA; 87768487000135; RUA BOTUCARAI, 911; 29S400000; 52W470000;; Candelária;760,0000; RS; 9546340;;;10;AM;Rádio;;205;
 RADIO ACAO CANDEIAS FM LTDA; 03875201000120; RUA JOANA ANGELICA, 395; 12S402400; 38W324200;; Candeias;89300,0000; BA; 688450431;;207;200;FM;Rádio;;230;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 21S435130; 50W433310;; São Paulo;615250,0000; SP; 9150013;;38;6000;PAL-M;TV Analógica;;800;
 RADIO FM CONCORDIA LTDA; 15906514000188; RUA EURYDICE CHAGAS CRUZ, 807; 20S471900; 51W400000;; Três Lagoas;93300,0000; MS; 322833841;;227;200;FM;Rádio;;230;
 RBA REDE BRASIL AMAZONIA DE TELEVISAO LTDA; 05143490000107; AVENIDA ALMIRANTE BARROSO, 2190; 02S002800; 54W040900; RBA; Belém;61250,0000; PA; 322806208;;3;6000;ISDB-T;TV Digital;;802;
 TELEVISAO NHAMBIQUARA LTDA; 37483948000155; RUA INHARE, 1050; 09S471500; 54W543600;; Guarantã do Norte;61250,0000; MT; 322834082;;3;6000;ISDB-T;TV Digital;;802;
 FREQUENCIA BRASILEIRA DE COMUNICACOES LTDA; 03829194000120; SHS QUADRA, 06; 25S423400; 49W351200;; Brasília;107100,0000; DF; 695615181;;296;200;FM;Rádio;;230;
 DJ COMUNICACOES E EXPLORACAO DE SERVICOS DE RADIODIFUSAO LTDA; 03658136000181; RUA JOAO BUTSCHARDT, 210; 26S305800; 49W031500;; Guaramirim;105700,0000; SC; 686788400;;289;200;FM;Rádio;;230;
 GOVERNO DO ESTADO DE RONDONIA; 04280889000169; RUA D. PEDRO II S/N - PALACIO PRESIDENTE VARGAS, .; 12S430000; 60W090000;; Porto Velho;55250,0000; RO; 323206662;;2;6000;PAL-M;TV Analógica;;800;
 INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA - IRDEB; 13420609000161; RUA PEDRO GAMA, 413-E; 11S052200; 43W083000;; Salvador;187250,0000; BA; 322621402;;9;6000;ISDB-T;TV Digital;;802;
 RADIO FM DA BARRA LTDA; 01896227000120; RUA JOAQUIM VENTURA ESCOFET, 31; 26S381000; 48W412000; AQUARELA FM; Barra Velha;94500,0000; SC; 323669328;;233;200;FM;Rádio;;230;
